0 2.002859038867334

3 1.294702457961761
4 1.060176819659701

6 0.6142501770406563
7 0.40896377044755683
8 0.21903564030239187
9 0.046719235682062106
10 -0.10610580250155435

12 -0.34774847721196356
13 -0.4348293053720083
14 -0.4989557335681351
15 -0.5403023058681398
16 -0.559448971443598
17 -0.5573653674777324

19 -0.49520136894580696
20 -0.4387912809451864

22 -0.28660094673768177
23 -0.19601331556824833

25 0.0
26 0.09950041652780259
27 0.19601331556824833
28 0.28660094673768177

30 0.4387912809451864
31 0.49520136894580696
32 0.5353895310991419
33 0.5573653674777324

35 0.5403023058681398
36 0.4989557335681351
37 0.4348293053720083

39 0.23795400006033743
40 0.10610580250155435

43 -0.40896377044755683

45 -0.8322936730942848
46 -1.060176819659701

48 -1.5324348489435953
49 -1.769744917298989



1 1.766806845232143
2 1.530754651596952

5 0.8372134983501787

11 -0.22692713985675894

18 -0.5262833682117697

21 -0.3626961138414341

24 -0.09800665778412417

29 0.3626961138414341

34 0.5488338366729361

38 0.3363916527161729

41 -0.06558405514814938
42 -0.2372739127978531

44 -0.6206287217709208

47 -1.296305834301648

